STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_Crime,city,lat,lon,state
BIHAR,samastipur,2011,40,105,46,9,2,66,0,268,samastipur,25.7747885,85.8672314, Bihar
BIHAR,saran,2011,10,137,74,46,0,131,1,399,,,,
BIHAR,sheikhpura,2011,3,14,8,0,0,35,0,60,sheikhpura,25.1250741,85.8160771, Bihar
BIHAR,sheohar,2011,4,20,5,3,1,15,0,48,sheohar,26.4934234,85.2717561, Bihar
BIHAR,sitamarhi,2011,8,49,29,14,0,33,0,133,,,,
BIHAR,siwan,2011,16,150,139,4,3,53,5,370,,,,
BIHAR,supaul,2011,23,48,24,8,0,28,0,131,supaul,26.2768089,86.7959614, Bihar
BIHAR,vaishali,2011,18,147,76,26,0,59,0,326,vaishali,25.7491703,85.3972164, Bihar
BIHAR,total,2011,934,3050,1413,790,11,2607,10,8815,,,,
CHHATTISGARH,balrampur,2011,55,0,3,52,0,23,0,133,balrampur,27.4476988,82.3956245, Uttar Pradesh
CHHATTISGARH,bilaspur,2011,70,16,17,146,4,72,0,325,bilaspur,22.1638486,82.1365923, Chhattisgarh
CHHATTISGARH,bizapur,2011,4,2,0,5,0,3,0,14,,,,
CHHATTISGARH,dantewara,2011,8,7,0,10,1,9,0,35,,,,
CHHATTISGARH,dhamtari,2011,27,18,4,44,3,16,0,112,dhamtari,20.5326259,81.7155987, Chattisgarh
CHHATTISGARH,durg,2011,115,86,13,291,43,131,1,680,durg,21.1982964,81.4007922, Chattisgarh
CHHATTISGARH,gariyaband,2011,21,1,5,30,1,8,0,66,,,,
CHHATTISGARH,grp raipur,2011,2,0,1,1,0,1,0,5,,,,
CHHATTISGARH,jagdalpur,2011,68,9,0,29,3,19,0,128,,,,
CHHATTISGARH,janjgir,2011,33,10,15,114,15,104,0,291,janjgir,22.0090841,82.578896, Chattisgarh
CHHATTISGARH,jashpur,2011,78,33,1,69,2,36,0,219,jashpur,22.770251,83.9708013, Chattisgarh
CHHATTISGARH,kabirdham,2011,23,16,2,43,7,14,0,105,,,,
CHHATTISGARH,kanker,2011,29,4,4,14,2,10,0,63,kanker,20.2692747,81.4932111, Chattisgarh
CHHATTISGARH,korba,2011,39,2,5,86,12,48,0,192,korba,22.5198217,82.6350029, Chattisgarh
CHHATTISGARH,koriya,2011,72,11,3,95,1,55,1,238,,,,
CHHATTISGARH,mahasamund,2011,30,35,2,65,11,31,0,174,mahasamund,21.1922846,82.4890263, Chattisgarh
CHHATTISGARH,narayanpur,2011,5,0,0,2,1,0,0,8,,,,
CHHATTISGARH,raigarh,2011,62,10,11,84,6,32,0,205,,,,
CHHATTISGARH,raipur,2011,133,35,11,232,53,100,0,564,raipur,21.2380912,81.6336993, Chattisgarh
CHHATTISGARH,rajnandgaon,2011,38,21,4,70,3,23,0,159,rajnandgaon,21.0684425,80.7970779, Chattisgarh
CHHATTISGARH,sarguja,2011,65,32,0,114,3,36,0,250,,,,
CHHATTISGARH,surajpur,2011,76,17,3,58,3,63,0,220,,,,
CHHATTISGARH,total,2011,1053,365,104,1654,174,834,2,4186,,,,
GOA,north goa,2011,13,8,1,20,9,10,0,61,,,,
GOA,south goa,2011,16,9,0,9,3,8,0,45,,,,
GOA,total,2011,29,17,1,29,12,18,0,106,,,,
GUJARAT,ahmedabad commr.,2011,60,184,19,83,16,1390,0,1752,,,,
GUJARAT,ahmedabad rural,2011,10,71,1,22,0,131,0,235,,,,
GUJARAT,ahwa-dang,2011,1,0,1,1,0,8,0,11,,,,
GUJARAT,amreli,2011,10,77,0,28,1,143,0,259,amreli,21.4176122,71.249609, Gujarat
GUJARAT,anand,2011,10,42,0,20,0,196,0,268,anand,22.5586555,72.9627227, Gujarat
GUJARAT,bharuch,2011,13,27,0,9,0,4,0,53,bharuch,21.7080427,72.9956936, Gujarat
GUJARAT,bhavnagar,2011,8,88,0,35,33,181,0,345,bhavnagar,21.7718836,72.1416449, Gujarat
GUJARAT,cid crime,2011,0,0,0,0,0,0,0,0,,,,
GUJARAT,dahod,2011,6,48,0,11,0,14,0,79,dahod,22.9194099,74.1342725, Gujarat
GUJARAT,gandhinagar,2011,14,16,0,16,1,132,0,179,gandhinagar,23.2232877,72.6492267, Gujarat
GUJARAT,himatnagar,2011,10,46,0,29,4,229,0,318,,,,
GUJARAT,jamnagar,2011,21,51,0,34,8,356,0,470,jamnagar,22.4732415,70.0552102, Gujarat
GUJARAT,junagadh,2011,11,68,1,26,4,423,0,533,,,,
GUJARAT,kheda north,2011,12,48,0,14,0,132,0,206,,,,
GUJARAT,kutch (east(g)),2011,8,17,2,13,1,137,0,178,,,,
GUJARAT,kutch (west-bhuj),2011,15,15,0,14,0,108,0,152,,,,
GUJARAT,mehsana,2011,9,63,2,20,2,242,0,338,,,,
GUJARAT,narmada,2011,7,4,0,3,0,5,0,19,,,,
GUJARAT,navsari,2011,2,10,0,6,2,31,0,51,navsari,20.952407,72.9323831, Gujarat
GUJARAT,palanpur,2011,38,87,1,64,1,349,0,540,,,,
GUJARAT,panchmahal,2011,10,57,0,33,0,249,0,349,,,,
GUJARAT,patan,2011,16,44,0,43,1,156,0,260,patan,23.773753,71.6798581, Gujarat
GUJARAT,porbandar,2011,6,9,0,1,1,84,0,101,porbandar,21.6029751,69.8538067, Gujarat
GUJARAT,rajkot commr.,2011,10,34,0,17,3,246,0,310,,,,
GUJARAT,rajkot rural,2011,23,69,2,21,6,279,0,400,,,,
GUJARAT,surat commr.,2011,36,83,0,34,3,276,0,432,,,,
GUJARAT,surat rural,2011,6,14,0,9,0,55,0,84,,,,
GUJARAT,surendranagar,2011,19,41,0,28,4,129,0,221,surendranagar,22.8251395,71.6209736, Gujarat
GUJARAT,tapi,2011,2,2,0,3,0,9,0,16,,,,
GUJARAT,vadodara commr.,2011,9,44,1,15,2,240,0,311,,,,
GUJARAT,vadodara rural,2011,28,62,0,19,0,95,0,204,,,,
GUJARAT,valsad,2011,9,19,0,6,0,23,0,57,,,,
GUJARAT,w.rly ahmedabad,2011,0,1,0,6,0,0,0,7,,,,
GUJARAT,w.rly vadodara,2011,0,1,0,2,0,0,0,3,,,,
GUJARAT,total,2011,439,1442,30,685,93,6052,0,8741,,,,
HARYANA,ambala,2011,37,23,5,28,20,191,0,304,ambala,30.3843674,76.770421, Haryana
HARYANA,bhiwani,2011,41,30,18,26,12,97,0,224,bhiwani,28.7931703,76.1391283, Haryana
HARYANA,faridabad,2011,54,82,10,31,59,218,0,454,faridabad,28.4031478,77.3105561, Haryana
HARYANA,fatehabad,2011,15,18,7,6,8,86,0,140,fatehabad,29.5359209,75.5752901, Haryana
HARYANA,grp,2011,0,2,4,2,130,0,0,138,,,,
HARYANA,gurgaon,2011,40,37,25,27,29,107,0,265,gurgaon,28.4646148,77.0299194, Haryana
HARYANA,hissar,2011,36,62,14,37,18,248,0,415,,,,
HARYANA,jhajjar,2011,32,19,12,20,26,117,0,226,,,,
HARYANA,jind,2011,37,28,15,15,13,91,0,199,jind,29.3152073,76.314082, Haryana
HARYANA,kaithal,2011,20,17,8,18,0,119,0,182,kaithal,29.7996588,76.3989903, Haryana
HARYANA,karnal,2011,62,18,18,25,26,166,0,315,karnal,29.7255766,76.9106924, Haryana
HARYANA,kurukshetra,2011,29,30,7,22,20,68,0,176,kurukshetra,29.9693747,76.8482787, Haryana
HARYANA,mahendragarh,2011,26,38,11,22,0,85,0,182,,,,
HARYANA,mewat,2011,28,23,7,9,3,119,0,189,mewat,27.9935177,77.0419634, Haryana
HARYANA,palwal,2011,54,43,13,32,0,75,0,217,palwal,28.0599426,77.3223422, Haryana
HARYANA,panchkula,2011,17,15,2,9,0,77,0,120,panchkula,30.6975401,76.8551066, Haryana
HARYANA,panipat,2011,47,70,11,29,19,163,0,339,panipat,29.3912753,76.9771675, Haryana
HARYANA,rewari,2011,17,19,7,19,34,94,0,190,rewari,28.1956468,76.6165179, Haryana
HARYANA,rohtak,2011,57,32,9,38,52,124,0,312,rohtak,28.9010899,76.5801935, Haryana
HARYANA,sirsa,2011,21,49,16,26,0,170,0,282,sirsa,29.6063041,74.9036568, Haryana
HARYANA,sonipat,2011,27,42,23,19,15,156,0,282,sonipat,28.9953758,77.0233627, Haryana
HARYANA,yamunanagar,2011,36,36,13,14,6,169,0,274,,,,
HARYANA,total,2011,733,733,255,474,490,2740,0,5425,,,,
HIMACHAL PRADESH,baddipolicedist,2011,8,15,0,7,0,9,0,39,,,,
HIMACHAL PRADESH,bilaspur,2011,8,3,0,18,9,17,0,55,bilaspur,22.1638486,82.1365923, Chhattisgarh
HIMACHAL PRADESH,chamba,2011,6,18,2,29,3,10,0,68,chamba,32.6923316,76.1631552, Himachal Pradesh
HIMACHAL PRADESH,cid,2011,0,0,0,0,0,0,0,0,,,,
HIMACHAL PRADESH,g.r.p.,2011,0,0,0,0,0,0,0,0,,,,
HIMACHAL PRADESH,hamirpur,2011,5,7,0,17,12,5,0,46,hamirpur,31.6539866,76.5403633, Himachal Pradesh
HIMACHAL PRADESH,kangra,2011,32,55,1,60,12,42,0,202,kangra,32.0768665,76.2985872, Himachal Pradesh
HIMACHAL PRADESH,kinnaur,2011,6,1,1,4,0,1,0,13,,,,
HIMACHAL PRADESH,kullu,2011,20,12,0,38,2,21,0,93,kullu,31.9578974,77.1089232, Himachal Pradesh
HIMACHAL PRADESH,lahaul-spiti,2011,1,0,0,0,0,0,0,1,,,,
HIMACHAL PRADESH,mandi,2011,26,16,0,55,12,40,0,149,mandi,31.6516617,77.0092542, Himachal Pradesh
HIMACHAL PRADESH,shimla,2011,22,24,0,45,5,16,0,112,shimla,31.1041526,77.1709729, Himachal Pradesh
HIMACHAL PRADESH,sirmaur,2011,12,17,0,33,1,23,0,86,,,,
HIMACHAL PRADESH,solan,2011,11,13,0,8,0,16,0,48,solan,30.9077569,77.1023645, Himachal Pradesh
HIMACHAL PRADESH,una,2011,11,10,0,17,6,39,0,83,una,31.5834642,76.2351452, Himachal Pradesh
HIMACHAL PRADESH,total,2011,168,191,4,331,62,239,0,995,,,,
JAMMU & KASHMIR,anantnag,2011,18,108,0,134,46,6,0,312,anantnag,33.74611,75.1854475, Jammu and Kashmir
JAMMU & KASHMIR,awantipora,2011,4,26,0,13,5,3,0,51,,,,
JAMMU & KASHMIR,bandipora,2011,1,57,0,61,5,3,0,127,,,,
JAMMU & KASHMIR,baramulla,2011,12,73,0,94,23,1,0,203,,,,
JAMMU & KASHMIR,budgam,2011,8,100,0,94,27,2,0,231,,,,
JAMMU & KASHMIR,crime jammu,2011,0,0,0,0,0,0,0,0,,,,
JAMMU & KASHMIR,crime srinagar,2011,0,0,0,0,0,0,0,0,,,,
JAMMU & KASHMIR,doda,2011,16,43,0,25,7,20,0,111,,,,
JAMMU & KASHMIR,ganderbal,2011,9,30,0,57,1,1,0,98,,,,
JAMMU & KASHMIR,handwara,2011,6,33,0,76,14,1,0,130,,,,
JAMMU & KASHMIR,jammu,2011,35,61,3,38,45,51,0,233,jammu,32.7185614,74.8580917, Jammu & Kashmir
JAMMU & KASHMIR,kargil,2011,1,1,0,2,0,2,0,6,,,,
JAMMU & KASHMIR,kathua,2011,17,32,5,32,8,19,0,113,kathua,32.3901836,75.5251452, Jammu & Kashmir
JAMMU & KASHMIR,kishtwar,2011,4,25,0,12,1,16,0,58,,,,
JAMMU & KASHMIR,kulgam,2011,10,44,0,68,12,1,0,135,,,,
JAMMU & KASHMIR,kupwara,2011,11,45,0,45,11,4,0,116,,,,
JAMMU & KASHMIR,leh,2011,3,0,0,7,1,0,0,11,,,,
JAMMU & KASHMIR,poonch,2011,18,32,0,31,7,29,0,117,,,,
JAMMU & KASHMIR,pulwama,2011,5,34,0,11,7,0,0,57,,,,
JAMMU & KASHMIR,railways jammu,2011,0,0,0,0,0,0,0,0,,,,
JAMMU & KASHMIR,railways kashmir,2011,0,0,0,0,1,0,0,1,,,,
JAMMU & KASHMIR,rajouri,2011,32,43,1,30,4,49,0,159,rajouri,33.3772495,74.3132332, Jammu & Kashmir
JAMMU & KASHMIR,ramban,2011,13,15,0,12,4,0,0,44,,,,
JAMMU & KASHMIR,reasi,2011,11,15,0,11,5,1,0,43,,,,
JAMMU & KASHMIR,samba,2011,3,11,2,6,17,5,0,44,,,,
JAMMU & KASHMIR,shopian,2011,8,29,0,77,8,0,0,122,,,,
JAMMU & KASHMIR,sopore,2011,4,38,0,58,9,5,0,114,,,,
JAMMU & KASHMIR,srinagar,2011,14,110,0,171,70,54,0,419,,,,
JAMMU & KASHMIR,udhampur,2011,14,18,0,29,12,13,0,86,udhampur,32.9219726,75.1331482, Jammu & Kashmir
JAMMU & KASHMIR,total,2011,277,1023,11,1194,350,286,0,3141,,,,
JHARKHAND,bokaro,2011,46,57,13,4,0,102,0,222,,,,
JHARKHAND,chaibasa,2011,32,14,6,5,0,11,0,68,,,,
JHARKHAND,chatra,2011,12,17,15,1,0,9,0,54,,,,
JHARKHAND,deoghar,2011,34,10,18,16,1,24,0,103,,,,
JHARKHAND,dhanbad,2011,32,83,39,34,0,39,0,227,,,,
JHARKHAND,dhanbad rly.,2011,0,1,3,8,0,1,0,13,,,,
JHARKHAND,dumka,2011,34,18,7,19,0,40,0,118,,,,
JHARKHAND,garhwa,2011,51,26,19,22,0,89,1,208,,,,
JHARKHAND,giridih,2011,47,41,30,40,2,35,5,200,,,,
JHARKHAND,godda,2011,29,8,0,21,0,10,0,68,,,,
JHARKHAND,gumla,2011,46,27,1,10,0,17,0,101,,,,
JHARKHAND,hazaribagh,2011,22,52,26,25,0,22,0,147,,,,
JHARKHAND,jamshedpur,2011,39,54,17,32,0,76,0,218,,,,
JHARKHAND,jamshedpur rly.,2011,1,8,0,5,0,0,0,14,,,,
JHARKHAND,jamtara,2011,15,11,10,10,0,19,0,65,,,,
JHARKHAND,khunti,2011,13,3,0,4,0,1,0,21,,,,
JHARKHAND,koderma,2011,7,19,16,7,0,34,0,83,,,,
JHARKHAND,latehar,2011,27,12,2,4,0,11,0,56,,,,
JHARKHAND,lohardagga,2011,30,12,3,2,0,13,0,60,,,,
JHARKHAND,pakur,2011,39,8,0,6,0,22,0,75,,,,
JHARKHAND,palamu,2011,28,34,28,6,0,12,0,108,,,,
JHARKHAND,ramgarh,2011,24,23,7,8,0,3,0,65,,,,
JHARKHAND,ranchi,2011,50,54,8,9,2,14,0,137,,,,
JHARKHAND,sahebganj,2011,71,37,5,4,0,32,0,149,,,,
JHARKHAND,saraikela,2011,30,16,8,9,2,13,0,78,,,,
JHARKHAND,simdega,2011,25,15,1,6,0,10,0,57,,,,
JHARKHAND,total,2011,784,660,282,317,7,659,6,2715,,,,
KARNATAKA,bagalkot,2011,15,9,0,38,0,58,0,120,bagalkot,16.1793224,75.6999315, Karnataka
KARNATAKA,bangalore commr.,2011,97,206,53,250,40,458,0,1104,,,,
KARNATAKA,bangalore rural,2011,29,1,10,74,2,83,0,199,,,,
KARNATAKA,belgaum,2011,45,32,11,221,4,297,0,610,belgaum,15.8572666,74.5069343, Karnataka
KARNATAKA,bellary,2011,6,15,15,65,1,103,1,206,bellary,15.1430224,76.9173277, Karnataka
KARNATAKA,bidar,2011,14,11,7,27,2,77,0,138,bidar,18.0207297,77.2487204, Karnataka
KARNATAKA,bijapur,2011,7,21,8,66,0,116,1,219,bijapur,16.8269911,75.7175387, Karnataka
KARNATAKA,cbpura,2011,16,16,7,55,0,92,0,186,,,,
KARNATAKA,chamarajnagar,2011,11,6,9,71,0,62,0,159,,,,
KARNATAKA,chickmagalur,2011,10,11,1,53,4,68,1,148,,,,
KARNATAKA,chitradurga,2011,27,24,5,93,0,96,0,245,chitradurga,14.3049174,76.5296667, Karnataka
KARNATAKA,dakshin kannada,2011,6,3,1,46,0,38,0,94,,,,
KARNATAKA,davanagere,2011,11,15,6,65,0,93,0,190,,,,
KARNATAKA,dharwad commr.,2011,7,18,3,22,2,56,0,108,,,,
KARNATAKA,dharwad rural,2011,0,5,2,21,0,22,0,50,,,,
KARNATAKA,gadag,2011,5,5,0,48,0,32,0,90,gadag,15.416692,75.6815801, Karnataka
KARNATAKA,gulbarga,2011,36,73,2,111,0,153,0,375,,,,
KARNATAKA,hassan,2011,27,25,32,106,0,264,0,454,hassan,13.0301853,76.1744968, Karnataka
KARNATAKA,haveri,2011,13,0,0,76,0,74,0,163,haveri,14.7180268,75.3656423, Karnataka
KARNATAKA,k.g.f.,2011,4,11,1,14,0,28,0,58,,,,
KARNATAKA,kodagu,2011,16,5,5,25,1,57,0,109,,,,
KARNATAKA,kolar,2011,17,13,3,21,0,23,0,77,kolar,13.1805066,78.2669329, Karnataka
KARNATAKA,koppal,2011,13,0,0,23,0,70,0,106,koppal,15.5748238,76.3118494, Karnataka
KARNATAKA,mandya,2011,31,31,12,98,0,230,0,402,mandya,12.6368939,76.7275477, Karnataka
KARNATAKA,mangalore city,2011,16,4,0,27,2,43,0,92,,,,
KARNATAKA,mysore commr.,2011,11,17,5,23,0,32,9,97,,,,
KARNATAKA,mysore rural,2011,19,39,7,174,0,158,0,397,,,,
KARNATAKA,raichur,2011,29,14,10,149,0,174,0,376,raichur,16.0547194,76.9003647, Karnataka
KARNATAKA,railways,2011,0,1,0,0,0,0,0,1,,,,
KARNATAKA,ramanagar,2011,19,45,23,101,0,71,0,259,,,,
KARNATAKA,shimoga,2011,23,18,6,123,10,278,0,458,shimoga,14.0556503,75.2380553, Karnataka
KARNATAKA,tumkur,2011,31,14,17,135,0,124,0,321,tumkur,13.3400771,77.1006208, Karnataka
KARNATAKA,udupi,2011,5,3,1,45,1,42,0,97,udupi,13.5269784,74.8731879, Karnataka
KARNATAKA,uttar kannada,2011,11,4,3,73,12,75,0,178,,,,
KARNATAKA,yadgiri,2011,9,0,2,69,0,65,0,145,,,,
KARNATAKA,total,2011,636,715,267,2608,81,3712,12,8031,,,,
KERALA,alapuzha,2011,56,10,1,245,76,310,0,698,,,,
KERALA,ernakulam commr.,2011,62,4,1,149,44,225,0,485,,,,
KERALA,ernakulam rural,2011,30,11,0,105,32,136,0,314,,,,
KERALA,idukki,2011,54,8,0,169,18,237,0,486,idukki,9.8154785,76.9991599, Kerala
KERALA,kannur,2011,55,11,0,161,23,373,0,623,kannur,11.8763836,75.3737973, Kerala
KERALA,kasargod,2011,125,8,0,136,10,196,0,475,,,,
KERALA,kollam commr.,2011,51,20,1,192,19,319,0,602,,,,
KERALA,kollam rural,2011,46,10,0,255,8,298,0,617,,,,
KERALA,kottayam,2011,51,21,2,258,31,285,0,648,kottayam,9.6287383,76.6455326, Kerala
KERALA,kozhikode commr.,2011,14,10,0,124,100,171,0,419,,,,
KERALA,kozhikode rural,2011,46,16,1,179,13,322,0,577,,,,
KERALA,malappuram,2011,83,12,0,232,27,661,0,1015,malappuram,11.1068448,76.1099551, Kerala
KERALA,palakkad,2011,85,9,2,156,18,404,0,674,,,,
KERALA,pathanamthitta,2011,33,15,0,157,14,158,0,377,,,,
KERALA,railways,2011,0,0,0,25,9,0,0,34,,,,
KERALA,thrissur commr.,2011,28,10,0,100,28,131,0,297,,,,
KERALA,thrissur rural,2011,69,12,1,263,28,449,0,822,,,,
KERALA,trivandrum commr.,2011,39,13,0,241,46,156,0,495,,,,
KERALA,trivandrum rural,2011,140,15,4,547,24,422,0,1152,,,,
KERALA,wayanadu,2011,65,6,2,62,5,124,0,264,,,,
KERALA,total,2011,1132,221,15,3756,573,5377,0,11074,,,,
MADHYA PRADESH,alirajpur,2011,24,18,0,23,0,8,0,73,alirajpur,22.2859525,74.3545628, Madhya Pradesh
MADHYA PRADESH,anuppur,2011,60,7,10,57,4,42,0,180,,,,
MADHYA PRADESH,ashok nagar,2011,36,5,8,105,8,33,0,195,,,,
MADHYA PRADESH,balaghat,2011,55,7,3,104,7,37,0,213,balaghat,21.8611589,80.3237105, Madhya Pradesh
MADHYA PRADESH,barwani,2011,39,7,2,58,5,11,0,122,,,,
MADHYA PRADESH,betul,2011,120,18,20,188,6,53,0,405,betul,21.8797472,77.8753651, Madhya Pradesh
MADHYA PRADESH,bhind,2011,51,18,28,71,11,45,0,224,bhind,26.3518828,78.6863189, Madhya Pradesh
MADHYA PRADESH,bhopal,2011,146,32,19,144,16,198,2,557,bhopal,23.2584857,77.401989, Madhya Pradesh
MADHYA PRADESH,bhopal rly.,2011,0,0,0,8,2,0,0,10,,,,
MADHYA PRADESH,burhanpur,2011,29,2,5,41,5,13,0,95,burhanpur,21.334867,76.3708803, Madhya Pradesh
MADHYA PRADESH,chhatarpur,2011,77,42,33,185,8,75,0,420,chhatarpur,24.760609,79.6781776, Madhya Pradesh
MADHYA PRADESH,chhindwara,2011,111,22,14,189,41,89,0,466,chhindwara,22.2071897,78.798833, Madhya Pradesh
MADHYA PRADESH,damoh,2011,52,14,27,193,0,139,0,425,damoh,23.7981005,79.5419356, Madhya Pradesh
MADHYA PRADESH,datiya,2011,25,19,10,65,0,37,0,156,,,,
MADHYA PRADESH,dewas,2011,102,21,19,162,30,110,0,444,dewas,22.8057498,76.2940408, Madhya Pradesh
MADHYA PRADESH,dhar,2011,103,41,62,189,13,74,0,482,dhar,22.5786572,75.2258637, Madhya Pradesh
MADHYA PRADESH,dindori,2011,46,4,1,67,5,21,0,144,dindori,22.9070871,80.8846924, Madhya Pradesh
MADHYA PRADESH,guna,2011,75,24,9,122,14,30,1,275,guna,24.5001772,77.2600959, Madhya Pradesh
MADHYA PRADESH,gwalior,2011,75,81,34,170,14,168,0,542,gwalior,26.2037247,78.1573628, Madhya Pradesh
MADHYA PRADESH,harda,2011,53,15,5,59,9,14,0,155,harda,22.2427973,77.1179173, Madhya Pradesh
MADHYA PRADESH,hoshangabad,2011,59,26,16,149,17,120,0,387,hoshangabad,22.7545538,77.7198249, Madhya Pradesh
MADHYA PRADESH,indore,2011,129,52,41,339,59,398,3,1021,indore,22.7203616,75.8681996, Madhya Pradesh
MADHYA PRADESH,indore rly.,2011,2,1,1,4,0,0,0,8,,,,
MADHYA PRADESH,jabalpur,2011,107,27,39,269,40,212,2,696,jabalpur,23.1701522,79.9324505, Madhya Pradesh
MADHYA PRADESH,jabalpur rly.,2011,3,2,1,3,0,0,0,9,,,,
MADHYA PRADESH,jhabua,2011,42,17,4,62,0,10,0,135,jhabua,22.8869652,74.7243249, Madhya Pradesh
MADHYA PRADESH,katni,2011,62,7,16,140,12,51,0,288,katni,23.7176393,80.2610181, Madhya Pradesh
MADHYA PRADESH,khandwa,2011,59,10,5,141,19,24,0,258,khandwa,21.9769779,76.5675344, Madhya Pradesh
MADHYA PRADESH,khargon,2011,39,13,38,118,14,38,0,260,,,,
MADHYA PRADESH,mandla,2011,63,9,4,101,12,27,0,216,mandla,22.6871074,80.5816341, Madhya Pradesh
MADHYA PRADESH,mandsaur,2011,49,18,4,100,6,58,10,245,mandsaur,24.2628148,75.385692, Madhya Pradesh
MADHYA PRADESH,morena,2011,40,23,32,85,4,85,0,269,morena,26.3849794,77.8612721, Madhya Pradesh
MADHYA PRADESH,narsinghpur,2011,65,15,20,108,25,69,0,302,narsinghpur,22.934556,79.0867849, Madhya Pradesh
MADHYA PRADESH,neemuch,2011,25,9,4,49,4,51,9,151,neemuch,24.6305517,75.1829, Madhya Pradesh
MADHYA PRADESH,panna,2011,48,5,14,87,5,48,0,207,panna,24.4498931,80.1462723, Madhya Pradesh
MADHYA PRADESH,raisen,2011,118,22,15,179,16,67,0,417,raisen,23.2675909,78.1727134, Madhya Pradesh
MADHYA PRADESH,rajgarh,2011,90,21,6,175,39,51,0,382,rajgarh,23.8716707,76.7744703, Madhya Pradesh
MADHYA PRADESH,ratlam,2011,97,39,9,131,18,135,0,429,ratlam,23.5022201,74.9551534, Madhya Pradesh
MADHYA PRADESH,rewa,2011,91,25,32,122,107,112,8,497,rewa,24.7560846,81.3810574, Madhya Pradesh
MADHYA PRADESH,sagar,2011,131,104,37,416,29,156,0,873,sagar,23.8083076,78.758254, Madhya Pradesh
MADHYA PRADESH,satna,2011,83,13,20,177,7,109,0,409,satna,24.6954445,80.7770348, Madhya Pradesh
MADHYA PRADESH,seoni,2011,61,11,9,111,13,27,0,232,seoni,22.2748109,79.7202522, Madhya Pradesh
MADHYA PRADESH,shahdol,2011,80,17,21,143,9,108,0,378,,,,
MADHYA PRADESH,shajapur,2011,50,10,8,135,17,7,0,227,shajapur,23.4171002,76.6074794, Madhya Pradesh
MADHYA PRADESH,sheopur,2011,18,7,2,28,2,9,0,66,sheopur,25.7499267,76.9212945, Madhya Pradesh
MADHYA PRADESH,shivpuri,2011,93,18,13,168,5,65,0,362,shivpuri,25.3741216,77.8278866, Madhya Pradesh
MADHYA PRADESH,sidhi,2011,32,31,16,93,1,45,0,218,sidhi,24.2112687,81.7000415, Madhya Pradesh
MADHYA PRADESH,sihore,2011,82,26,11,119,14,76,0,328,,,,
MADHYA PRADESH,singrauli,2011,43,24,13,89,1,59,0,229,,,,
MADHYA PRADESH,tikamgarh,2011,76,23,18,153,4,36,10,320,tikamgarh,24.8552105,79.0472546, Madhya Pradesh
MADHYA PRADESH,ujjain,2011,81,35,14,196,36,176,0,538,ujjain,23.1885131,75.7716562, Madhya Pradesh
MADHYA PRADESH,umariya,2011,22,4,3,78,10,27,0,144,,,,
MADHYA PRADESH,vidisha,2011,87,27,16,197,19,79,0,425,vidisha,23.8463004,77.8370209, Madhya Pradesh
MADHYA PRADESH,total,2011,3406,1088,811,6665,762,3732,45,16509,,,,
MAHARASHTRA,ahmednagar,2011,78,59,32,160,5,677,0,1011,ahmednagar,19.1627725,74.8580243, Maharashtra
MAHARASHTRA,akola,2011,30,37,13,93,24,140,0,337,akola,20.7618123,77.1921157, Maharashtra
MAHARASHTRA,amravati commr.,2011,22,19,2,49,13,94,0,199,,,,
MAHARASHTRA,amravati rural,2011,69,27,3,142,43,104,0,388,,,,
MAHARASHTRA,aurangabad commr.,2011,16,24,7,65,29,122,0,263,,,,
MAHARASHTRA,aurangabad rural,2011,18,12,36,78,12,212,0,368,,,,
MAHARASHTRA,beed,2011,32,37,11,99,14,378,0,571,beed,18.9918442,75.909784, Maharashtra
MAHARASHTRA,bhandara,2011,23,9,1,30,14,50,0,127,bhandara,21.1225869,79.794509, Maharashtra
MAHARASHTRA,buldhana,2011,26,27,14,124,24,194,0,409,,,,
MAHARASHTRA,chandrapur,2011,56,25,4,108,77,109,0,379,chandrapur,20.0967555,79.5045475, Maharashtra
MAHARASHTRA,dhule,2011,16,27,4,52,7,203,0,309,dhule,21.1305215,74.4900614, Maharashtra
MAHARASHTRA,gadchiroli,2011,20,3,0,24,3,23,0,73,,,,
MAHARASHTRA,gondia,2011,31,23,1,67,19,36,0,177,,,,
MAHARASHTRA,hingoli,2011,18,8,0,42,5,82,0,155,hingoli,19.5431164,77.1739432, Maharashtra
MAHARASHTRA,jalgaon,2011,48,25,8,146,51,364,0,642,jalgaon,20.8428827,75.5261246, Maharashtra
MAHARASHTRA,jalna,2011,15,17,23,73,10,289,0,427,,,,
MAHARASHTRA,kolhapur,2011,42,35,19,59,18,121,0,294,kolhapur,16.7028412,74.2405329, Maharashtra
MAHARASHTRA,latur,2011,17,37,4,57,0,156,0,271,latur,18.3553347,76.7548997, Maharashtra
MAHARASHTRA,mumbai commr.,2011,221,166,14,553,162,393,0,1509,,,,
MAHARASHTRA,mumbai rly.,2011,3,6,0,8,3,0,0,20,,,,
MAHARASHTRA,nagpur commr.,2011,45,24,4,68,53,174,0,368,,,,
MAHARASHTRA,nagpur rly.,2011,1,0,0,9,1,1,0,12,,,,
MAHARASHTRA,nagpur rural,2011,44,24,11,65,15,62,0,221,,,,
